gene_id	gene_name	SS01	SS03
ENSG00000198925	ATG9A	5313	5448
ENSG00000163516	ANKZF1	1754	1536
ENSG00000163521	GLB1L	276	296
ENSG00000115661	STK16	1600	1943
ENSG00000127824	TUBA4A	577	465
ENSG00000243910	TUBA4B	0	0
ENSG00000135924	DNAJB2	6240	6699
ENSG00000054356	PTPRN	11411	10165
ENSG00000182698	RESP18	0	6
ENSG00000123992	DNPEP	2405	2347
ENSG00000175084	DES	4	2
ENSG00000072195	SPEG	9363	7300
ENSG00000144591	GMPPA	2372	2040
ENSG00000072182	ASIC4	6357	4932
ENSG00000123989	CHPF	22002	14398
ENSG00000188760	TMEM198	2567	2344
ENSG00000124006	OBSL1	10695	12068
ENSG00000123999	INHA	31	34
ENSG00000144589	STK11IP	2309	1885
ENSG00000114923	SLC4A3	6569	5675
ENSG00000116106	EPHA4	2875	4242
ENSG00000135903	PAX3	7	7
ENSG00000163081	CCDC140	0	0
ENSG00000163082	SGPP2	28	20
ENSG00000116120	FARSB	3474	4254
ENSG00000124003	MOGAT1	10	2
ENSG00000123983	ACSL3	16795	17338
ENSG00000152049	KCNE4	13657	10042
ENSG00000171951	SCG2	114124	133116
ENSG00000152056	AP1S3	54	58
ENSG00000085449	WDFY1	2438	2026
ENSG00000135900	MRPL44	2066	2458
ENSG00000135919	SERPINE2	32390	28989
ENSG00000124019	FAM124B	11	26
ENSG00000036257	CUL3	7092	6935
ENSG00000283428	RP11-811O14.1	0	0
ENSG00000135905	DOCK10	1623	1207
ENSG00000144460	NYAP2	0	1
ENSG00000169047	IRS1	3289	2550
ENSG00000144468	RHBDD1	629	475
ENSG00000081052	COL4A4	47	42
ENSG00000169031	COL4A3	20	14
ENSG00000168958	MFF	5231	5525
ENSG00000168955	TM4SF20	2	1
ENSG00000173744	AGFG1	5467	5866
ENSG00000042304	C2orf83	0	0
ENSG00000135917	SLC19A3	241	243
ENSG00000115009	CCL20	43	25
ENSG00000123977	DAW1	0	3
ENSG00000153820	SPHKAP	445	530
ENSG00000153823	PID1	868	1774
ENSG00000187957	DNER	14196	17181
ENSG00000153827	TRIP12	10070	8618
ENSG00000153832	FBXO36	310	315
ENSG00000163053	SLC16A14	652	1111
ENSG00000135899	SP110	91	110
ENSG00000280755	AC009950.1	0	0
ENSG00000079263	SP140	10	19
ENSG00000185404	SP140L	837	566
ENSG00000067066	SP100	817	693
ENSG00000135932	CAB39	5673	5149
ENSG00000135916	ITM2C	40874	40792
ENSG00000135898	GPR55	17	2
ENSG00000173699	SPATA3	0	0
ENSG00000204128	C2orf72	1902	2827
ENSG00000173692	PSMD1	6883	8296
ENSG00000135914	HTR2B	0	5
ENSG00000135931	ARMC9	762	661
ENSG00000156966	B3GNT7	66	51
ENSG00000115053	NCL	36271	33738
ENSG00000171596	NMUR1	0	0
ENSG00000177673	C2orf57	0	0
ENSG00000187514	PTMA	4019	3001
ENSG00000156973	PDE6D	1890	1962
ENSG00000144524	COPS7B	3645	3497
ENSG00000163273	NPPC	36	40
ENSG00000144535	DIS3L2	1150	1024
ENSG00000163283	ALPP	3	2
ENSG00000163286	ALPPL2	0	1
ENSG00000163295	ALPI	0	0
ENSG00000171551	ECEL1	7	6
ENSG00000237412	PRSS56	3	3
ENSG00000135902	CHRND	0	3
ENSG00000196811	CHRNG	0	2
ENSG00000221944	TIGD1	633	841
ENSG00000135930	EIF4E2	3277	3171
ENSG00000115468	EFHD1	408	499
ENSG00000204120	GIGYF2	3468	3393
ENSG00000115474	KCNJ13	0	0
ENSG00000182600	C2orf82	202	162
ENSG00000066248	NGEF	1239	816
ENSG00000115488	NEU2	0	0
ENSG00000168918	INPP5D	913	1183
ENSG00000085978	ATG16L1	2906	2336
ENSG00000130561	SAG	1	3
ENSG00000077044	DGKD	3517	2448
ENSG00000085982	USP40	1657	1211
ENSG00000242366	UGT1A8	0	0
ENSG00000242515	UGT1A10	0	0
ENSG00000241119	UGT1A9	0	0
ENSG00000244122	UGT1A7	0	0
ENSG00000167165	UGT1A6	0	0
ENSG00000240224	UGT1A5	0	0
ENSG00000244474	UGT1A4	0	0
ENSG00000243135	UGT1A3	0	0
ENSG00000241635	UGT1A1	0	0
ENSG00000185038	MROH2A	1	0
ENSG00000123485	HJURP	3466	3285
ENSG00000144481	TRPM8	5917	5863
ENSG00000072080	SPP2	0	1
ENSG00000188042	ARL4C	25085	23744
ENSG00000130147	SH3BP4	11856	11151
ENSG00000157985	AGAP1	10145	8047
ENSG00000168505	GBX2	35	43
ENSG00000182177	ASB18	0	0
ENSG00000132321	IQCA1	1	2
ENSG00000144476	ACKR3	4186	5890
ENSG00000198612	COPS8	5856	6376
ENSG00000163359	COL6A3	56083	24572
ENSG00000115648	MLPH	25	15
ENSG00000071677	PRLH	0	0
ENSG00000124839	RAB17	28	17
ENSG00000124831	LRRFIP1	2376	2098
ENSG00000177483	RBM44	34	30
ENSG00000132329	RAMP1	2201	2238
ENSG00000184182	UBE2F	929	951
ENSG00000258984	UBE2F-SCLY	0	8
ENSG00000132330	SCLY	98	63
ENSG00000144488	ESPNL	24	11
ENSG00000168427	KLHL30	3	3
ENSG00000178752	ERFE	71	73
ENSG00000132323	ILKAP	2686	2673
ENSG00000144485	HES6	8635	9557
ENSG00000132326	PER2	4272	2417
ENSG00000204104	TRAF3IP1	772	619
ENSG00000065802	ASB1	3703	3719
ENSG00000233608	TWIST2	0	1
ENSG00000068024	HDAC4	1678	1358
ENSG00000280260	AC017028.1	0	0
ENSG00000130414	NDUFA10	4863	4675
ENSG00000182083	OR6B2	0	0
ENSG00000221961	PRR21	0	0
ENSG00000178586	OR6B3	1	0
ENSG00000172428	COPS9	2531	2386
ENSG00000178602	OTOS	40	15
ENSG00000063660	GPC1	61977	36709
ENSG00000144504	ANKMY1	589	576
ENSG00000188542	DUSP28	412	341
ENSG00000142327	RNPEPL1	3145	2183
ENSG00000142330	CAPN10	2804	2080
ENSG00000178623	GPR35	100	54
ENSG00000185176	AQP12B	0	0
ENSG00000184945	AQP12A	0	1
ENSG00000130294	KIF1A	29441	25681
ENSG00000172482	AGXT	9	9
ENSG00000172478	C2orf54	2	1
ENSG00000226321	CROCC2	8	1
ENSG00000162804	SNED1	4937	2863
ENSG00000122085	MTERF4	1911	2068
ENSG00000115687	PASK	593	433
ENSG00000115685	PPP1R7	2863	3197
ENSG00000146205	ANO7	33	28
ENSG00000115677	HDLBP	26231	20014
ENSG00000168385	SEPT2	29050	29502
ENSG00000006607	FARP2	2119	1588
ENSG00000115694	STK25	7082	6477
ENSG00000176720	BOK	188	148
ENSG00000176946	THAP4	2817	2706
ENSG00000168397	ATG4B	7814	6746
ENSG00000168393	DTYMK	2890	3043
ENSG00000168395	ING5	3442	2797
ENSG00000180902	D2HGDH	760	717
ENSG00000154252	GAL3ST2	13	4
ENSG00000204099	NEU4	598	638
ENSG00000188389	PDCD1	0	0
ENSG00000188011	RTP5	112	96
ENSG00000216921	AC131097.4	0	0
ENSG00000134121	CHL1	26109	33211
ENSG00000134115	CNTN6	261	198
ENSG00000144619	CNTN4	34	23
ENSG00000091181	IL5RA	5	6
ENSG00000072756	TRNT1	793	795
ENSG00000281584	AC024060.1	1	0
ENSG00000113851	CRBN	1713	1872
ENSG00000144455	SUMF1	949	966
ENSG00000175928	LRRN1	3237	4311
ENSG00000170364	SETMAR	581	638
ENSG00000150995	ITPR1	908	721
ENSG00000134107	BHLHE40	9803	10683
ENSG00000134108	ARL8B	5636	5927
ENSG00000134109	EDEM1	2417	1743
ENSG00000196277	GRM7	54	30
ENSG00000071282	LMCD1	324	271
ENSG00000125046	SSUH2	110	74
ENSG00000182533	CAV3	0	0
ENSG00000180914	OXTR	362	306
ENSG00000070950	RAD18	814	782
ENSG00000196220	SRGAP3	3111	3172
ENSG00000134077	THUMPD3	1892	2215
ENSG00000168137	SETD5	14827	12696
ENSG00000156959	LHFPL4	4080	4534
ENSG00000163719	MTMR14	2614	2146
ENSG00000144550	CPNE9	50	37
ENSG00000156983	BRPF1	2746	2238
ENSG00000114026	OGG1	1481	1345
ENSG00000134072	CAMK1	1852	2190
ENSG00000171148	TADA3	6387	6349
ENSG00000241553	ARPC4	4870	4394
ENSG00000250151	ARPC4-TTLL3	1	0
ENSG00000214021	TTLL3	869	514
ENSG00000156990	RPUSD3	1260	1157
ENSG00000187288	CIDEC	4	4
ENSG00000171135	JAGN1	2015	2091
ENSG00000163701	IL17RE	252	208
ENSG00000163702	IL17RC	1908	1856
ENSG00000163703	CRELD1	3337	2099
ENSG00000163704	PRRT3	402	365
ENSG00000125037	EMC3	3519	3725
ENSG00000144554	FANCD2	1247	1349
ENSG00000163705	FANCD2OS	0	1
ENSG00000254999	BRK1	8574	10242
ENSG00000134086	VHL	2556	2250
ENSG00000134070	IRAK2	1265	948
ENSG00000157014	TATDN2	1569	1686
ENSG00000272410	RP11-438J1.1	0	0
ENSG00000157017	GHRL	15	12
ENSG00000157020	SEC13	9331	8075
ENSG00000157087	ATP2B2	2250	1379
ENSG00000132164	SLC6A11	243	220
ENSG00000157103	SLC6A1	3314	5063
ENSG00000196639	HRH1	2209	1456
ENSG00000197548	ATG7	1124	1176
ENSG00000144560	VGLL4	13455	11118
ENSG00000144559	TAMM41	517	600
ENSG00000157152	SYN2	79	47
ENSG00000157150	TIMP4	2396	2931
ENSG00000132170	PPARG	13	9
ENSG00000154743	TSEN2	411	405
ENSG00000225526	MKRN2OS	5	2
ENSG00000075975	MKRN2	3315	3198
ENSG00000132155	RAF1	11322	9991
ENSG00000088726	TMEM40	6	8
ENSG00000144712	CAND2	2105	2335
ENSG00000144713	RPL32	12646	14467
ENSG00000144711	IQSEC1	3134	1956
ENSG00000132182	NUP210	3272	1820
ENSG00000163517	HDAC11	533	549
ENSG00000163520	FBLN2	7	20
ENSG00000154764	WNT7A	248	394
ENSG00000163528	CHCHD4	468	423
ENSG00000170876	TMEM43	7135	5259
ENSG00000268279	RP11-434D12.1	68	18
ENSG00000154767	XPC	3758	3741
ENSG00000170860	LSM3	2122	2585
ENSG00000131389	SLC6A6	10855	7103
ENSG00000144596	GRIP2	483	365
ENSG00000154781	CCDC174	1422	1356
ENSG00000131379	C3orf20	18	15
ENSG00000154783	FGD5	16	16
ENSG00000177463	NR2C2	3533	2720
ENSG00000131368	MRPS25	1763	1502
ENSG00000131381	RBSN	3106	2578
ENSG00000131375	CAPN7	2433	2710
ENSG00000131370	SH3BP5	1342	1075
ENSG00000206562	METTL6	856	1006
ENSG00000144597	EAF1	6846	5506
ENSG00000206561	COLQ	194	165
ENSG00000131373	HACL1	1132	1328
ENSG00000169814	BTD	418	404
ENSG00000206560	ANKRD28	4564	4120
ENSG00000131386	GALNT15	370	332
ENSG00000154813	DPH3	2667	2887
ENSG00000154814	OXNAD1	448	446
ENSG00000131378	RFTN1	416	354
ENSG00000092345	DAZL	29	52
ENSG00000154822	PLCL2	1158	1789
ENSG00000131374	TBC1D5	3695	3203
ENSG00000182568	SATB1	1598	1392
ENSG00000183960	KCNH8	243	113
ENSG00000163576	EFHB	106	119
ENSG00000144566	RAB5A	8530	8479
ENSG00000183977	PP2D1	24	13
ENSG00000114166	KAT2B	3370	4011
ENSG00000129810	SGO1	546	628
ENSG00000151789	ZNF385D	558	563
ENSG00000182247	UBE2E2	1623	1461
ENSG00000170142	UBE2E1	6723	7246
ENSG00000197885	NKIRAS1	1225	1804
ENSG00000174748	RPL15	20918	24486
ENSG00000174738	NR1D2	6208	6216
ENSG00000151090	THRB	443	409
ENSG00000077092	RARB	1431	2084
ENSG00000077097	TOP2B	9932	10171
ENSG00000151092	NGLY1	1418	1993
ENSG00000151093	OXSM	441	502
ENSG00000179796	LRRC3B	79	186
ENSG00000163491	NEK10	111	80
ENSG00000033867	SLC4A7	3616	2050
ENSG00000163508	EOMES	31	8
ENSG00000187118	CMC1	575	678
ENSG00000163512	AZI2	3258	3654
ENSG00000206559	ZCWPW2	12	12
ENSG00000283563	RP11-9J18.1	6	0
ENSG00000144642	RBMS3	386	485
ENSG00000163513	TGFBR2	951	564
ENSG00000144644	GADL1	3	0
ENSG00000163527	STT3B	9367	8760
ENSG00000144645	OSBPL10	629	519
ENSG00000197385	ZNF860	0	2
ENSG00000152642	GPD1L	763	679
ENSG00000170293	CMTM8	66	39
ENSG00000153551	CMTM7	126	95
ENSG00000091317	CMTM6	4338	2212
ENSG00000144635	DYNC1LI1	3923	4215
ENSG00000182973	CNOT10	1564	1674
ENSG00000206557	TRIM71	65	40
ENSG00000183813	CCR4	3	3
ENSG00000170266	GLB1	5566	6079
ENSG00000188167	TMPPE	25	12
ENSG00000170275	CRTAP	8957	9331
ENSG00000173705	SUSD5	34	14
ENSG00000153558	FBXL2	164	111
ENSG00000153560	UBP1	4672	4125
ENSG00000163539	CLASP2	9414	11083
ENSG00000170248	PDCD6IP	4520	3604
ENSG00000172995	ARPP21	380	503
ENSG00000144681	STAC	75	63
ENSG00000163673	DCLK3	3	6
ENSG00000168016	TRANK1	688	482
ENSG00000178567	EPM2AIP1	4894	4417
ENSG00000076242	MLH1	2974	3928
ENSG00000093167	LRRFIP2	4337	3120
ENSG00000144674	GOLGA4	4830	3902
ENSG00000144668	ITGA9	166	112
ENSG00000144677	CTDSPL	1094	1115
ENSG00000136059	VILL	75	68
ENSG00000187091	PLCD1	385	274
ENSG00000008226	DLEC1	38	26
ENSG00000060971	ACAA1	4136	3577
ENSG00000172936	MYD88	2261	1996
ENSG00000172939	OXSR1	3150	3258
ENSG00000172940	SLC22A13	3	3
ENSG00000144671	SLC22A14	15	16
ENSG00000093217	XYLB	107	88
ENSG00000114739	ACVR2B	975	1125
ENSG00000157036	EXOG	952	900
ENSG00000183873	SCN5A	247	187
ENSG00000185313	SCN10A	0	2
ENSG00000168356	SCN11A	20	7
ENSG00000114742	WDR48	3291	3106
ENSG00000114745	GORASP1	2644	2429
ENSG00000168026	TTC21A	416	321
ENSG00000144655	CSRNP1	5634	3930
ENSG00000168334	XIRP1	45	44
ENSG00000168329	CX3CR1	2	4
ENSG00000179934	CCR8	0	0
ENSG00000144659	SLC25A38	2503	2465
ENSG00000168028	RPSA	3520	3827
ENSG00000168314	MOBP	12	19
ENSG00000170011	MYRIP	176	128
ENSG00000114784	EIF1B	5199	4969
ENSG00000168032	ENTPD3	137	68
ENSG00000188846	RPL14	7963	8368
ENSG00000177873	ZNF619	215	222
ENSG00000177842	ZNF620	322	339
ENSG00000172888	ZNF621	3001	2185
ENSG00000168036	CTNNB1	18442	22925
ENSG00000168038	ULK4	174	135
ENSG00000182606	TRAK1	6450	7144
ENSG00000187094	CCK	2	10
ENSG00000157093	LYZL4	10	10
ENSG00000114812	VIPR1	343	184
ENSG00000093183	SEC22C	3312	2867
ENSG00000008324	SS18L2	803	897
ENSG00000114857	NKTR	4456	2833
ENSG00000114853	ZBTB47	591	692
ENSG00000157119	KLHL40	1	0
ENSG00000244607	CCDC13	85	103
ENSG00000010282	HHATL	41	29
ENSG00000280571	RP4-613B23.5	0	0
ENSG00000181061	HIGD1A	2912	3471
ENSG00000144648	ACKR2	15	26
ENSG00000273291	RP11-136C24.3	0	0
ENSG00000240747	KRBOX1	8	13
ENSG00000180432	CYP8B1	0	2
ENSG00000182983	ZNF662	192	171
ENSG00000144649	FAM198A	26	40
ENSG00000144647	POMGNT2	2686	3003
ENSG00000163788	SNRK	3848	4516
ENSG00000160746	ANO10	1104	1154
ENSG00000011198	ABHD5	1133	1049
ENSG00000173769	TOPAZ1	2	1
ENSG00000179152	TCAIM	999	921
ENSG00000225873	LINC00694	3	2
ENSG00000185219	ZNF445	2882	2493
ENSG00000178917	ZNF852	79	46
ENSG00000196345	ZKSCAN7	436	478
ENSG00000144792	ZNF660	371	361
ENSG00000186448	ZNF197	1565	1373
ENSG00000169981	ZNF35	952	884
ENSG00000196653	ZNF502	667	603
ENSG00000186446	ZNF501	489	545
ENSG00000163807	KIAA1143	963	1192
ENSG00000163808	KIF15	1277	1470
ENSG00000169964	TMEM42	644	601
ENSG00000163810	TGM4	5	1
ENSG00000163812	ZDHHC3	3876	3064
ENSG00000075914	EXOSC7	1258	1212
ENSG00000163815	CLEC3B	16	82
ENSG00000163814	CDCP1	8	5
ENSG00000249992	TMEM158	15312	12495
ENSG00000011376	LARS2	1674	1599
ENSG00000144791	LIMD1	1537	1367
ENSG00000211456	SACM1L	4248	3360
ENSG00000163817	SLC6A20	13	17
ENSG00000163818	LZTFL1	1383	1031
ENSG00000173585	CCR9	0	1
ENSG00000163820	FYCO1	802	601
ENSG00000172215	CXCR6	0	0
ENSG00000173578	XCR1	1	0
ENSG00000183625	CCR3	1	0
ENSG00000163823	CCR1	72	74
ENSG00000121807	CCR2	0	0
ENSG00000160791	CCR5	0	0
ENSG00000121797	CCRL2	0	0
ENSG00000012223	LTF	1	3
ENSG00000163825	RTP3	0	0
ENSG00000163827	LRRC2	5	1
ENSG00000241186	TDGF1	0	0
ENSG00000283473	AC104304.4	0	0
ENSG00000178038	ALS2CL	14	16
ENSG00000181585	TMIE	196	228
ENSG00000206549	PRSS50	5	2
ENSG00000261603	PRSS46	0	0
ENSG00000188086	PRSS45	1	0
ENSG00000178055	PRSS42	1	2
ENSG00000160808	MYL3	4	2
ENSG00000160801	PTH1R	32	41
ENSG00000160799	CCDC12	2415	2118
ENSG00000160796	NBEAL2	793	483
ENSG00000181555	SETD2	5915	5249
ENSG00000088727	KIF9	431	449
ENSG00000114648	KLHL18	2898	2344
ENSG00000076201	PTPN23	5941	4160
ENSG00000114650	SCAP	6803	6740
ENSG00000163832	ELP6	1498	1676
ENSG00000114646	CSPG5	10246	12888
ENSG00000173473	SMARCC1	5516	5161
ENSG00000132153	DHX30	8089	7191
ENSG00000047849	MAP4	17721	16215
ENSG00000164045	CDC25A	1142	902
ENSG00000164047	CAMP	42	31
ENSG00000164048	ZNF589	748	836
ENSG00000172113	NME6	417	366
ENSG00000229453	SPINK8	0	0
ENSG00000164049	FBXW12	8	12
ENSG00000164050	PLXNB1	9285	6874
ENSG00000164051	CCDC51	636	659
ENSG00000232112	TMA7	1210	1437
ENSG00000164053	ATRIP	11	3
ENSG00000282827	ATRIP	4	8
ENSG00000213689	TREX1	0	0
ENSG00000164054	SHISA5	10532	8393
ENSG00000114268	PFKFB4	2527	2008
ENSG00000145040	UCN2	122	51
ENSG00000114270	COL7A1	7771	2386
ENSG00000010256	UQCRC1	9493	9184
ENSG00000183396	TMEM89	2	0
ENSG00000225697	SLC26A6	3164	1997
ENSG00000008300	CELSR3	5583	3071
ENSG00000213672	NCKIPSD	1156	1198
ENSG00000068745	IP6K2	8469	8038
ENSG00000114302	PRKAR2A	3089	2834
ENSG00000178537	SLC25A20	852	1025
ENSG00000221883	ARIH2OS	122	131
ENSG00000177479	ARIH2	6416	7011
ENSG00000178467	P4HTM	6297	5927
ENSG00000178252	WDR6	18184	15468
ENSG00000178149	DALRD3	1465	1468
ENSG00000178057	NDUFAF3	2897	2314
ENSG00000178035	IMPDH2	4085	4655
ENSG00000198218	QRICH1	8135	6546
ENSG00000172053	QARS	4964	4756
ENSG00000172046	USP19	4723	4005
ENSG00000172037	LAMB2	13544	11925
ENSG00000177352	CCDC71	933	551
ENSG00000185909	KLHDC8B	2301	2821
ENSG00000236980	C3orf84	0	0
ENSG00000173421	CCDC36	1	0
ENSG00000188315	C3orf62	766	695
ENSG00000114316	USP4	3549	3290
ENSG00000233276	GPX1	7244	6815
ENSG00000067560	RHOA	26943	22824
ENSG00000145022	TCTA	3081	2968
ENSG00000145020	AMT	4	2
ENSG00000283189	RP11-949J7.8	7	5
ENSG00000145029	NICN1	0	0
ENSG00000173402	DAG1	14466	12713
ENSG00000164061	BSN	1448	1296
ENSG00000164062	APEH	5607	5518
ENSG00000173531	MST1	508	455
ENSG00000164068	RNF123	2695	2367
ENSG00000176020	AMIGO3	0	0
ENSG00000173540	GMPPB	1633	1298
ENSG00000176095	IP6K1	7186	6752
ENSG00000187492	CDHR4	7	1
ENSG00000185614	FAM212A	59	45
ENSG00000182179	UBA7	1708	1590
ENSG00000183763	TRAIP	775	572
ENSG00000164076	CAMKV	4611	3545
ENSG00000164078	MST1R	15	10
ENSG00000164077	MON1A	1287	1231
ENSG00000004534	RBM6	9046	9409
ENSG00000003756	RBM5	13925	11466
ENSG00000001617	SEMA3F	150	120
ENSG00000114349	GNAT1	10	7
ENSG00000188338	SLC38A3	2284	2335
ENSG00000114353	GNAI2	26082	22977
ENSG00000012171	SEMA3B	1286	923
ENSG00000179564	LSMEM2	40	28
ENSG00000214706	IFRD2	3125	2853
ENSG00000186792	HYAL3	219	186
ENSG00000243477	NAT6	346	302
ENSG00000114378	HYAL1	33	27
ENSG00000068001	HYAL2	2887	2524
ENSG00000114383	TUSC2	2431	2867
ENSG00000068028	RASSF1	1698	1437
ENSG00000004838	ZMYND10	136	96
ENSG00000114388	NPRL2	1547	1690
ENSG00000114395	CYB561D2	615	523
ENSG00000272104	XXcos-LUCA11.5	0	0
ENSG00000126062	TMEM115	4876	3673
ENSG00000007402	CACNA2D2	53	51
ENSG00000088543	C3orf18	869	984
ENSG00000114735	HEMK1	961	836
ENSG00000114737	CISH	231	177
ENSG00000114738	MAPKAPK3	1238	967
ENSG00000088538	DOCK3	1242	746
ENSG00000145050	MANF	5136	5166
ENSG00000259956	RBM15B	6401	5057
ENSG00000145041	DCAF1	2792	2355
ENSG00000164080	RAD54L2	3019	1680
ENSG00000164081	TEX264	2052	2069
ENSG00000164082	GRM2	108	107
ENSG00000214686	IQCF6	0	0
ENSG00000229972	IQCF3	0	0
ENSG00000184345	IQCF2	0	0
ENSG00000214681	IQCF5	0	0
ENSG00000173389	IQCF1	2	2
ENSG00000114767	RRP9	2236	1835
ENSG00000041880	PARP3	844	836
ENSG00000180929	GPR62	2	0
ENSG00000090097	PCBP4	12188	11347
ENSG00000114779	ABHD14B	576	524
ENSG00000248487	ABHD14A	915	803
ENSG00000114786	ABHD14A-ACY1	0	1
ENSG00000243989	ACY1	17	19
ENSG00000162244	RPL29	5265	4801
ENSG00000164086	DUSP7	978	955
ENSG00000164087	POC1A	711	690
ENSG00000023330	ALAS1	3972	4268
ENSG00000239732	TLR9	5	3
ENSG00000173366	RP11-330H6.5	0	0
ENSG00000247596	TWF2	1627	1293
ENSG00000164088	PPM1M	573	611
ENSG00000164091	WDR82	10194	10210
ENSG00000168237	GLYCTK	239	142
ENSG00000114841	DNAH1	484	310
ENSG00000163930	BAP1	7362	6021
ENSG00000010318	PHF7	102	77
ENSG00000010319	SEMA3G	20	33
ENSG00000114854	TNNC1	9	6
ENSG00000010322	NISCH	8650	6738
ENSG00000010327	STAB1	20	2
ENSG00000168268	NT5DC2	6759	7757
ENSG00000168273	SMIM4	580	555
ENSG00000163939	PBRM1	3729	3113
ENSG00000163938	GNL3	5220	4271
ENSG00000016864	GLT8D1	3495	4415
ENSG00000114902	SPCS1	4374	5025
ENSG00000114904	NEK4	1844	1678
ENSG00000055957	ITIH1	2	0
ENSG00000162267	ITIH3	11	6
ENSG00000055955	ITIH4	21	14
ENSG00000243696	RP5-966M1.6	43	34
ENSG00000272573	MUSTN1	1	1
ENSG00000248592	TMEM110-MUSTN1	22	18
ENSG00000213533	TMEM110	79	35
ENSG00000163935	SFMBT1	507	520
ENSG00000272305	RP11-894J14.5	20	9
ENSG00000163933	RFT1	1088	973
ENSG00000163932	PRKCD	327	230
ENSG00000163931	TKT	29529	27030
ENSG00000272886	DCP1A	2854	2783
ENSG00000157388	CACNA1D	646	533
ENSG00000016391	CHDH	810	1093
ENSG00000056736	IL17RB	914	876
ENSG00000113812	ACTR8	1905	1699
ENSG00000113811	SELK	4074	3769
ENSG00000157445	CACNA2D3	73	37
ENSG00000144771	LRTM1	0	0
ENSG00000114251	WNT5A	2257	830
ENSG00000187672	ERC2	289	276
ENSG00000180376	CCDC66	814	857
ENSG00000163946	FAM208A	3571	3668
ENSG00000163947	ARHGEF3	2852	2658
ENSG00000186451	SPATA12	18	14
ENSG00000144730	IL17RD	1063	928
ENSG00000163666	HESX1	25	35
ENSG00000157500	APPL1	2298	2188
ENSG00000239388	ASB14	15	3
ENSG00000174844	DNAH12	11	11
ENSG00000174840	PDE12	2504	1970
ENSG00000168374	ARF4	14727	13634
ENSG00000174839	DENND6A	1116	839
ENSG00000163681	SLMAP	2570	2354
ENSG00000136068	FLNB	3573	3072
ENSG00000163687	DNASE1L3	0	0
ENSG00000163686	ABHD6	1922	2164
ENSG00000163684	RPP14	1250	1153
ENSG00000255154	RP11-80H18.3	1	0
ENSG00000168297	PXK	1171	1134
ENSG00000168291	PDHB	4620	4308
ENSG00000168301	KCTD6	1305	1439
ENSG00000168306	ACOX2	432	390
ENSG00000168309	FAM107A	121	80
ENSG00000198643	FAM3D	2	2
ENSG00000163689	C3orf67	20	19
ENSG00000189283	FHIT	286	261
ENSG00000144724	PTPRG	6472	6923
ENSG00000114405	C3orf14	767	995
ENSG00000153266	FEZF2	1	0
ENSG00000163618	CADPS	1443	1282
ENSG00000163630	SYNPR	3	17
ENSG00000188817	SNTN	0	0
ENSG00000163632	C3orf49	0	0
ENSG00000163634	THOC7	1915	2498
ENSG00000163635	ATXN7	1172	891
ENSG00000163636	PSMD6	5657	5460
ENSG00000163637	PRICKLE2	5198	4911
ENSG00000163638	ADAMTS9	1220	1502
ENSG00000151276	MAGI1	3736	3385
ENSG00000144741	SLC25A26	863	913
ENSG00000144749	LRIG1	5601	3200
ENSG00000163376	KBTBD8	685	590
ENSG00000172340	SUCLG2	584	830
ENSG00000183662	FAM19A1	6	13
ENSG00000163377	FAM19A4	0	0
ENSG00000163378	EOGT	377	274
ENSG00000144747	TMF1	2739	2169
ENSG00000144744	UBA3	3000	3194
ENSG00000144746	ARL6IP5	8311	8943
ENSG00000163380	LMOD3	12	2
ENSG00000114541	FRMD4B	2513	2286
ENSG00000187098	MITF	319	302
ENSG00000242120	RP11-231I13.2	0	0
ENSG00000114861	FOXP1	1809	1316
ENSG00000163412	EIF4E3	512	667
ENSG00000170837	GPR27	0	0
ENSG00000163421	PROK2	5	5
ENSG00000163602	RYBP	5408	6015
ENSG00000144736	SHQ1	596	573
ENSG00000172986	GXYLT2	278	267
ENSG00000163605	PPP4R2	3590	3939
ENSG00000255423	EBLN2	51	25
ENSG00000121440	PDZRN3	692	807
ENSG00000113805	CNTN3	16	9
ENSG00000172969	FRG2C	3	1
ENSG00000227124	ZNF717	170	187
ENSG00000185008	ROBO2	1438	2076
ENSG00000169855	ROBO1	3834	1914
ENSG00000114480	GBE1	2196	2292
ENSG00000175161	CADM2	3916	5040
ENSG00000206538	VGLL3	239	185
ENSG00000083937	CHMP2B	2025	2123
ENSG00000064835	POU1F1	1	2
ENSG00000179097	HTR1F	0	0
ENSG00000163320	CGGBP1	9025	7458
ENSG00000175105	ZNF654	2967	2965
ENSG00000179021	C3orf38	2216	2002
ENSG00000283434	RP11-249L12.1	0	1
ENSG00000044524	EPHA3	1097	654
ENSG00000184500	PROS1	3650	3793
ENSG00000169379	ARL13B	1712	1105
ENSG00000178750	STX19	3	7
ENSG00000178700	DHFR2	366	378
ENSG00000178694	NSUN3	432	408
ENSG00000269028	MTRNR2L12	26	37
ENSG00000080224	EPHA6	3	0
ENSG00000113966	ARL6	374	388
ENSG00000080200	CRYBG3	345	252
ENSG00000170854	MINA	408	310
ENSG00000183185	GABRR3	3	3
ENSG00000196578	OR5AC2	0	0
ENSG00000231192	OR5H1	0	0
ENSG00000236032	OR5H14	0	0
ENSG00000233412	OR5H15	0	0
ENSG00000230301	OR5H6	0	0
ENSG00000197938	OR5H2	0	0
ENSG00000196098	OR5K4	0	0
ENSG00000206536	OR5K3	0	0
ENSG00000232382	OR5K1	0	0
ENSG00000231861	OR5K2	0	0
